OBJECTID,TREE_ID,SUB_NAME,SUB_GENUS,SUB_SPECIES,SUB_VARIETY,PLANTS,USER_ID,DATE_ADDED,DATE_UPDATED,NAME,SUB_ID,LATITUDE,LONGITUDE,ADDRESS,NOTES,DBH,REVISIT_ID,REVISIT_DATE_ADDED,REVISIT_DATE_UPDATED,REVISIT_NOTES,REVISIT_TYPE,CROWN_VIGOR,LEAF_DEFOLIATIONF,LEAF_DISCOLORATIONF,FINE_TWIG_DIEBACKF,CROWN_LIGHT_EXPOSURE,CROWN_DENSITY_TRANS,INV_CROWN_VIGOR,PercImpervious,PercentRenters,MedianHomeValue,Vpdmax_july,Vpdmax_aug,UDO,ZONE_GEN,ZoneShort,pm_t_f,am_t_f,af_t_f
180,7BA1F22A-B7D1-4E67-A3BE-9F523F9E16BE,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,42:34.0,24:16.0,S-U16-LAUN-012,6931,35.95374,-78.95585,"3405 Windsor Way, Durham, NC 27707, USA","Multistemmed dbh other: 5.85, 6.1, 6.1, 5.7, 5.4",6.8,298,45:01.0,,,2,2,1,1,1,3,35,4,16,2.4,654300,24.45809937,22.0257988,RS-10,RES_LOW_DENSITY,RES,80.95105743,67.86121368,82.09712219
181,E855947F-0147-4D81-A67C-52D68437F26C,red maple,Acer,rubrum,NA,ACRU                ,189796,40:01.0,19:49.6,S-Q21-ACRU-030,3247,35.994552,-78.902591,"300 Blackwell St, Durham, NC 27701, USA",,6.9,244,41:39.0,,,2,1,1,2,1,3,35,5,84,73.9,154500,24.42029953,21.9090004,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.39820862,69.18440247,84.64175415
182,EDA7301A-385F-486B-8C51-5308167CF396,sweetgum,Liquidambar,styraciflua,NA,LIST2               ,189796,17:56.0,25:45.0,S-M19-LYST-018,3296,36.02471,-78.9141,"1400 Hudson Ave, Durham, NC 27705, USA","Multistemmed, second dbh 14.1",15,460,19:46.0,,"Large branch dieback, some browning",2,2,1,2,5,3,55,4,11,65.4,188900,24.3572998,21.82219887,RU-5,RES_MEDIUM_DENSITY,RES,81.7443161,67.69665527,84.27307129
184,0CC1D849-8637-426D-B966-53FE47FDD37F,Chinese elm,Ulmus,parvifolia,NA,ULPA                ,189796,13:40.0,56:44.1,S-Q21-ULPA-073,6567,35.997021,-78.904565,"Chapel Hill St at Main St, Durham, NC 27701, USA",,8,281,15:44.0,,Broken branches,2,1,1,2,1,4,35,5,55,74.9,363600,24.37419891,21.89970016,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.62952423,68.61112213,85.70400238
185,606DECA8-CB35-48E3-BF88-540904C7BC36,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,34:08.0,23:50.7,S-U16-LAUN-007,6931,35.954052,-78.956212,"3400 Windsor Way, Durham, NC 27707, USA","Multistemmed dbhs: 5.3, 4.2, 5.2, 3.6, 3.3",7,293,36:22.0,,,2,1,1,1,5,4,35,5,16,2.4,654300,24.45809937,22.0257988,RS-10,RES_LOW_DENSITY,RES,80.98403931,67.81113434,82.42513275
186,E032957E-D712-41B6-BD6D-556B05223512,American elm,Ulmus,americana,NA,ULAM                ,189796,45:35.0,16:15.1,S-Q21-ULAM-004,3358,35.99383,-78.90089,"147 S Mangum St, Durham, NC 27701, USA",,4.3,218,47:11.0,,,2,2,2,2,1,5,25,4,68,73.9,154500,24.42029953,21.9090004,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.38410187,69.09946442,84.33878326
187,BB3091F0-A02C-402D-8E52-557800A9924B,plum/cherry,Prunus,spp.,NA,PRUNU               ,189796,31:25.0,28:21.1,S-P21-PRUN-069,6898,36.00031,-78.8915,"Dowd St at Gurley St (EB), Durham, NC 27701, USA",,0.56,426,32:14.0,,Same species as S-P21-PRUN-067.,2,2,2,2,1,5,55,4,61,62.9,173600,24.51280022,21.95669937,RU-5(2),RES_HIGH_DENSITY,RES,81.50347137,67.58102417,84.93580627
189,E2892D51-CBFA-4298-B1D7-569DB7BAEB76,Japanese maple,Acer,palmatum,NA,ACPA2               ,189796,05:44.0,,S-O21-ACPA-059,3001,36.005476,-78.894521,"104 W Trinity Ave, Durham, NC 27701, USA","Multistemmed other dbh: 2.1, 1.8, 2.25, 1.75, 2",2.8,312,08:33.0,11:28.0,,2,1,1,1,1,3,35,5,37,54.5,367200,24.53689957,21.95469856,RU-5,RES_MEDIUM_DENSITY,RES,82.00408173,67.5766983,83.86643219
191,A07D8BF0-FE3C-4BF2-B76C-594093ADC8DF,hawthorn,Crataegus,spp.,NA,CRATA               ,189796,48:23.0,,S-R21-CRVI-044,3959,35.977997,-78.901587,"416 Moline St, Durham, NC 27707, USA",,1.26,581,47:21.0,47:21.0,,2,1,2,2,5,5,45,5,25,55.4,150600,24.52069855,21.97839928,RU-5,RES_MEDIUM_DENSITY,RES,81.42508698,67.85399628,84.55847168
192,14EA9ADB-C8D4-4461-9B17-5ABFB742DB6E,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,35:24.0,21:33.6,S-U16-LAUN-019,6931,35.953258,-78.955702,"3634 Westover Rd, Durham, NC 27707, USA","Multistemmed other dbh: 5.3, 5.2, 4.7, 4.15, 6",6.9,305,39:41.0,,,2,1,1,1,1,5,45,5,6,2.4,654300,24.45809937,22.0257988,RS-10,RES_LOW_DENSITY,RES,80.71389008,67.84816742,82.73027802
193,36E7BD6A-9FA3-4EF1-95BD-5B147A5E7E27,Japanese zelkova,Zelkova,serrata,NA,ZESE80              ,189796,22:09.0,03:53.8,S-Q21-ZESE-061,18056,35.996909,-78.904497,"Chapel Hill St at Main St, Durham, NC 27701, USA",,10.75,269,23:57.0,,Trunk damage,2,2,1,1,10,3,35,4,72,74.9,363600,24.37419891,21.89970016,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.67166901,68.59122467,85.74531555
195,E79C70DA-FB10-4DD8-BCDF-5D210AAD9DA0,serviceberry,Amelanchier,spp.,NA,AMELA               ,179696,31:50.0,09:33.5,S-O21-AMUN-025,47898,36.00534,-78.89542,"117 W Trinity Ave, Durham, NC 27701, USA",Multistemmed ,1.41,132,32:55.0,,Significant yellowing of the leaves; planted in gardenscaped area; we suspect this could be an Amelanchier arborea (Alabama serviceberry).,2,3,2,3,5,5,45,3,18,54.5,367200,24.53689957,21.95469856,RU-5,RES_MEDIUM_DENSITY,RES,81.57817078,67.51519012,84.47990417
196,7022305B-1B12-4412-8B5F-5D7B4E477A6F,unknown plant,,,NA,,189796,25:34.0,13:17.0,S-U16-QUUN-002,59419,35.956976,-78.950972,"3401 Dover Rd, Durham, NC 27707, USA",,18.8,288,34:04.0,37:15.0,"Mulching present. Probably a post oak (Quercus stellata, unlisted), but we are not sure.",2,2,1,2,15,4,45,4,10,2.4,654300,24.38879967,21.90659904,RS-10,RES_LOW_DENSITY,RES,79.5871048,67.41751099,82.11598969
197,ED04ABB6-22E3-47FB-8AE0-5DD2D1C3DF61,willow oak,Quercus,phellos,NA,QUPH                ,189796,44:43.0,27:09.8,S-O18-QUPH-038,3343,36.007912,-78.935582,"2231 Erwin Rd, Durham, NC 27710, USA",,14.1,39,47:07.0,,World branching,2,3,NA,2,10,3,45,3,79,100,,24.16559982,21.82219887,UC, , ,83.38261414,69.83778381,84.94190979
198,B45F7706-836E-4123-AD26-5DD8A0172F27,American hornbeam,Carpinus,caroliniana,NA,CACA18              ,189796,54:31.0,02:36.0,S-R21-CACA-047,3258,35.977943,-78.901218,"420 Moline St, Durham, NC 27707, USA",,1,355,55:10.0,,Mulch volcano; some chlorotism.,2,2,1,2,1,5,45,4,34,81.8,,24.52069855,21.97839928,RU-5,RES_MEDIUM_DENSITY,RES,81.40075684,67.8330307,84.58531952
199,CCEAC738-8435-4265-8E39-5E18858072BB,chinaberry,Melia,azedarach,NA,MEAZ                ,179696,54:38.0,,S-O21-MEAZ-035,3049,36.005329,-78.894789,"107 W Trinity Ave, Durham, NC 27701, USA",Multistemmed (second DBH is 6.5),7.8,142,56:13.0,,,2,1,1,1,1,3,45,5,14,54.5,367200,24.53689957,21.95469856,RU-5,RES_MEDIUM_DENSITY,RES,81.57717896,67.58537292,83.9752121
201,ABFEA791-9522-46E8-A748-5F936AFD0451,yellow-poplar,Liriodendron,tulipifera,NA,LITU                ,189796,41:03.0,41:47.8,S-T18-LITU-017,2770,35.9659,-78.93519,"3112 Stanford Dr, Durham, NC 27707, USA",,13.2,469,42:47.0,,,2,2,1,1,15,4,35,4,1,24.3,233900,24.47809982,21.98729897,RS-10,RES_LOW_DENSITY,RES,81.46192932,67.50389099,82.82268524
205,19513A6C-1E8D-4B8D-8570-628692E46DDF,plum/cherry,Prunus,spp.,NA,PRUNU               ,179696,04:47.0,,S-O21-PRYE-019,6898,36.005394,-78.895866,"121 W Trinity Ave, Durham, NC 27701, USA",,1.61,582,22:14.0,22:14.0,,2,1,2,2,1,5,35,5,19,54.5,367200,24.55419922,21.90589905,RU-5,RES_MEDIUM_DENSITY,RES,81.42034149,67.47632599,84.34334564
207,1AEB9CB5-8CD9-46E9-A93C-62DB6D2BEF4F,red mulberry,Morus,rubra,NA,MORU2               ,189796,19:40.0,26:01.1,S-R21-MORU-006,3306,35.97942,-78.90331,"200 Dunstan Ave, Durham, NC 27707, USA",,13,330,20:52.0,,,2,2,1,2,1,4,35,4,46,81.8,,24.43400002,21.96369934,RU-5,RES_MEDIUM_DENSITY,RES,81.20619202,67.3819809,83.91200256
208,39D5F4D1-5B57-4804-A086-632CEFC557D4,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,52:31.0,52:43.7,S-P21-LAUN-049,6931,36.00023,-78.89584,"Dowd St at Mangum St, Durham, NC 27701, USA","Multistemmed, the DBH of the other stems are 2.5, 2.5, 2.2, 2.6, 3.",2.91,408,56:02.0,,Close to an urban farm.,2,1,1,2,5,3,35,5,64,74.9,363600,24.47979927,21.92829895,DD-S2,DOWNTOWN DESIGN-SUPPORT 2,DOW,83.05782318,68.61540985,84.37754822
210,05F30F5C-0DDB-4D00-8491-651460996D62,unlisted plant,,,NA,,189796,30:54.0,,S-M19-NYSY-010,59420,36.024586,-78.914653,"1409 Hudson Ave, Durham, NC 27705, USA","Multistemmed, second trunk 12.5""",12.3,454,32:41.0,,"Potentially more dieback, but could be due to self pruning",2,2,1,2,5,1,35,4,10,65.4,188900,24.3572998,21.82219887,RU-5,RES_MEDIUM_DENSITY,RES,81.54866028,67.74068451,84.37991333
212,D2F24898-7BDE-4FA6-AD11-653D4F19EED2,peach,Prunus,persica,NA,PRPE3               ,179696,21:32.0,11:23.7,S-O21-PRPE-023,6920,36.00537,-78.8955,"117 W Trinity Ave, Durham, NC 27701, USA",,1.4,130,24:19.0,,DBH measured at 2'11''.,2,1,2,2,1,5,25,5,18,54.5,367200,24.53689957,21.95469856,RU-5,RES_MEDIUM_DENSITY,RES,81.51052094,67.55539703,84.35085297
213,4FD0780A-6C41-4B4D-A404-654D61999FB3,American hornbeam,Carpinus,caroliniana,NA,CACA18              ,189796,37:35.0,,S-R21-CACA-040,3258,35.978064,-78.90215,"410 Moline St, Durham, NC 27707, USA",,1.1,349,38:18.0,,Protection at base; straw on the base.,2,1,2,1,5,5,35,5,57,55.4,150600,24.52069855,21.97839928,RU-5,RES_MEDIUM_DENSITY,RES,81.51556396,67.72811127,84.16122437
214,865DBAAE-BE5F-4C3E-90BE-65B0DB57E931,American hornbeam,Carpinus,caroliniana,NA,CACA18              ,189796,04:27.0,,S-R21-CACA-035,3258,35.978242,-78.903313,"315 Moline St, Durham, NC 27707, USA",,1,344,05:28.0,,Root diaper; protection at nase.,2,1,2,1,1,4,55,5,8,81.8,,24.52069855,21.97839928,RU-5,RES_MEDIUM_DENSITY,RES,80.76444244,67.38525391,83.44446564
215,B16133F8-2A08-426E-84C6-65C5C1DA5CAA,Norway maple,Acer,platanoides,NA,ACPL                ,189796,58:23.0,,S-P21-ACPL-060,3002,36.000277,-78.893589,"Dowd St at Roxboro Rd (EB), Durham, NC 27701, USA",,0.89,418,59:25.0,,"We hypothesize this tree to be an Acer platanoides (Noway maple), even if it is recorded in the city inventory as an Acer truncatus (Shantung maple); leaves are scorched.",2,3,3,3,1,5,45,3,79,62.9,173600,24.51280022,21.95669937,CN,COMMERCIAL,COM,82.31564331,68.02693176,84.68755341
216,1DCB57DA-DE4D-4AE8-B05A-669FAD154878,American hornbeam,Carpinus,caroliniana,NA,CACA18              ,189796,32:28.0,,S-R21-CACA-009,3258,35.979541,-78.903631,"202 Dunstan Ave, Durham, NC 27707, USA",,0.75,333,33:27.0,,,2,1,2,1,5,5,45,5,51,81.8,,24.43400002,21.96369934,RU-5(2),RES_HIGH_DENSITY,RES,81.55098724,67.42585754,84.6108551
217,190034E7-B15B-4D5E-B111-66A8DF2435FD,willow oak,Quercus,phellos,NA,QUPH                ,189796,11:14.0,,S-M19-QUPH-028,3343,36.024276,-78.912434,"1309 Hudson Ave, Durham, NC 27705, USA",,7.2,463,12:18.0,14:58.0,"Browning on leaf edges throughout crown, some spot leaf",2,2,1,2,1,4,35,4,18,65.4,188900,24.41459846,21.84000015,RU-M,RES_HIGH_DENSITY,RES,82.13683319,67.81814575,84.29295349
219,AE4A4B90-9BAC-4C17-8FD2-67DEE53F4FA0,Kentucky coffeetree,Gymnocladus,dioicus,NA,GYDI                ,189796,05:22.0,11:34.9,S-Q21-GYDI-044,3986,35.996196,-78.904198,"111 W Chapel Hill St, Durham, NC 27701, USA",,5.15,258,06:28.0,08:34.0,Decay at pruning scars,2,1,1,2,1,5,35,5,81,74.9,363600,24.37419891,21.89970016,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.82733154,68.38176727,85.533638
220,810CBA98-B99B-4B7C-BB5E-68E66C9918AE,hawthorn,Crataegus,spp.,NA,CRATA               ,189796,57:28.0,02:26.0,S-R21-CRVI-049,3959,35.97797,-78.901065,"499 Moline St, Durham, NC 27707, USA",Protection at base; Winter King cultivar.,1.11,356,59:29.0,,Protection at base.,2,1,2,2,1,4,45,5,37,81.8,,24.52069855,21.97839928,RU-5,RES_MEDIUM_DENSITY,RES,81.49193573,67.84967041,84.5971756
223,290D07E2-4CEF-4798-9EC0-697280B640DB,Japanese zelkova,Zelkova,serrata,NA,ZESE80              ,189796,35:45.0,04:07.8,S-Q21-ZESE-064,18056,35.996882,-78.904169,"353 W Main St, Durham, NC 27701, USA",,13.35,272,36:47.0,,,2,1,1,1,1,4,25,5,79,74.9,363600,24.47979927,21.92829895,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.65763855,68.4956131,85.74462128
224,242330F9-5574-4176-A7D8-69BCF84FB71B,American holly,Ilex,opaca,NA,ILOP                ,189796,24:50.0,,S-U21-ILUN-013,3293,35.958572,-78.894215,"1101 Chalmers St, Durham, NC 27707, USA",,4.27,443,27:20.0,,,2,1,1,1,1,5,45,5,59,37.2,136500,24.62290001,22.06649971,RU-5,RES_MEDIUM_DENSITY,RES,80.92698669,67.88480377,83.00804901
226,0A4374C5-C7E9-4156-A8DC-6B75635D3451,pecan,Carya,illinoinensis,NA,CAIL2               ,189796,22:43.0,10:51.5,S-R21-CAIL-007,3262,35.97953,-78.90334,"123 Dunstan Ave, Durham, NC 27707, USA",Estimated dbh,14,331,25:04.0,27:26.0,,2,2,2,2,10,4,45,4,46,81.8,,24.43400002,21.96369934,RU-5(2),RES_HIGH_DENSITY,RES,81.35327911,67.41966248,84.55200195
227,3C9DAC11-213A-43F2-8C9A-6BB01F5A3D5E,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,00:08.0,,S-P21-LAUN-012,6931,36.000354,-78.895682,"Dowd St at Mangum St, Durham, NC 27701, USA","Multistemmed (4.2, 2.9, 3.2, 2.8, 2.6)",4.2,373,03:22.0,,Wisteria vine across the trunk.,2,1,2,1,5,3,35,5,75,74.9,363600,24.51280022,21.95669937,DD-S2,DOWNTOWN DESIGN-SUPPORT 2,DOW,83.10415649,68.49608612,84.50383759
229,EF915BE6-11F5-4883-A79D-6E00181A0C9B,Japanese flowering cherry,Prunus,serrulata,NA,PRSE3               ,179696,41:35.0,,S-O21-PRSE-027,37073,36.005328,-78.894958,"107 W Trinity Ave, Durham, NC 27701, USA",,1.75,134,42:49.0,,Extensive root decay.,2,4,2,3,55,5,75,2,13,54.5,367200,24.53689957,21.95469856,RU-5,RES_MEDIUM_DENSITY,RES,81.58413696,67.59089661,84.03227234
230,F9441985-E045-4348-BF78-6E2F6372164F,sugar maple,Acer,saccharum,NA,ACSA3               ,203642,08:29.0,,S-O21-ACSA-048,3249,36.005527,-78.895435,"118 W Trinity Ave, Durham, NC 27701, USA",,10.3,79,09:54.0,,,2,1,1,2,1,4,25,5,28,54.5,367200,24.53689957,21.95469856,RU-5,RES_MEDIUM_DENSITY,RES,81.61019135,67.61621094,84.24699402
231,6FB2B414-1A94-4818-9A27-6E2F87EB81ED,eastern redbud,Cercis,canadensis,NA,CECA4               ,179696,38:19.0,00:20.9,S-O18-CECA-018,3273,36.008331,-78.937699,"Duke Hospital, Durham, NC 27705, USA","Measured at 3'2""",1.35,13,39:35.0,,,2,3,2,2,45,5,65,3,85,99.5,,24.25160027,21.83729935,RU-M,RES_HIGH_DENSITY,RES,83.20196533,70.11777496,85.28846741
232,711F437F-A44E-440E-B3A8-6E703A5A460A,eastern redcedar,Juniperus,virginiana,NA,JUVI                ,189796,27:29.0,,S-R21-JUVI-022,2259,35.97898,-78.904228,"301 Moline St, Durham, NC 27707, USA",,15.2,341,30:17.0,,Many broken branches in the understory.,2,2,1,2,1,5,25,4,42,55.4,150600,24.58499908,21.95839882,RU-5,RES_MEDIUM_DENSITY,RES,81.53804016,67.37273407,83.98033142
234,187EEBB8-804E-4A28-8432-6EFC7341E66F,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,27:05.0,49:17.5,S-P21-LAUN-042,6931,36.00069,-78.89711,"111 Broadway St, Durham, NC 27701, USA",,1.75,401,27:51.0,,Large gashes on the trunk suggest decay.,2,2,1,2,1,5,65,4,65,74.9,363600,24.47979927,21.92829895,DD-S1,DOWNTOWN DESIGN-SUPPORT 1,DOW,82.78054047,68.99082947,84.65290833
235,3442B806-848B-4B8C-BB97-6F281FC266F0,southern magnolia,Magnolia,grandiflora,NA,MAGR4               ,203642,48:38.0,17:28.0,S-O21-MAGR-056,3301,36.00548,-78.89493,"108 W Trinity Ave, Durham, NC 27701, USA",,1,86,50:52.0,,,2,1,1,1,1,3,35,5,27,54.5,367200,24.53689957,21.95469856,RU-5,RES_MEDIUM_DENSITY,RES,81.68884277,67.6167984,84.02932739
236,ADB54E20-6BFA-450D-A3FF-6F2BF6D83B3F,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,06:49.0,15:35.0,S-P21-LAUN-013,6931,36.000373,-78.895634,"Dowd St at Mangum St, Durham, NC 27701, USA","Multistemmed (2.9, 3.85, 2.85, 2.5, 2.5)",3,374,10:02.0,15:13.0,Willow oak growing at base,2,2,1,2,1,4,25,4,74,74.9,363600,24.51280022,21.95669937,DD-S2,DOWNTOWN DESIGN-SUPPORT 2,DOW,83.09295654,68.41386414,84.50214386
237,1D3BA31E-F90A-40B7-8CF9-6F83D7AF32BA,plum/cherry,Prunus,spp.,NA,PRUNU               ,189796,36:43.0,27:59.7,S-P21-PRUN-071,6898,36.00032,-78.89103,"414 Dowd St, Durham, NC 27701, USA",,0.63,428,37:27.0,,Pole present.,2,2,2,2,1,5,65,4,63,62.9,173600,24.51280022,21.95669937,RU-5(2),RES_HIGH_DENSITY,RES,81.34612274,67.54914093,84.91589355
239,CEC1C585-9923-41C9-A362-7054D0479CC1,red maple,Acer,rubrum,NA,ACRU                ,189796,02:30.0,20:06.8,S-Q21-ACRU-032,3247,35.994637,-78.902728,"300 Blackwell St, Durham, NC 27701, USA",,7.5,246,03:22.0,,,2,1,1,2,5,3,25,5,84,73.9,154500,24.42029953,21.9090004,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.65429688,69.21483612,84.97959137
240,2F238826-11F3-492D-AEEB-70ECBE3AF895,American hornbeam,Carpinus,caroliniana,NA,CACA18              ,189796,46:20.0,35:28.9,S-R21-CACA-043,3258,35.97803,-78.90173,"416 Moline St, Durham, NC 27707, USA",,0.75,352,47:01.0,,All the leaves are light-colored.,2,4,1,5,10,4,45,2,25,55.4,150600,24.52069855,21.97839928,RU-5,RES_MEDIUM_DENSITY,RES,81.44893646,67.82557678,84.44720459
241,6B37AA01-E9FE-45B3-B6F4-71CA9FAC37AC,eastern redcedar,Juniperus,virginiana,NA,JUVI                ,189796,44:44.0,02:05.7,S-Q21-JUVI-056,2259,35.996726,-78.905057,"211 W Chapel Hill St, Durham, NC 27701, USA",,5.3,266,46:16.0,,,2,3,1,3,5,2,45,3,66,74.9,363600,24.37419891,21.89970016,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.72262573,68.63838959,85.56632233
242,9E1977D8-135B-42B9-84EE-73D0ADF03F85,plum/cherry,Prunus,spp.,NA,PRUNU               ,179696,19:05.0,14:17.2,S-O18-PRUN-25,6898,36.008252,-78.936687,"2250 Erwin Rd, Durham, NC 27705, USA","DBH take  at 1'6"" ",10.5,15,23:10.0,38:18.0,,2,4,2,3,60,2,55,2,79,100,,24.16559982,21.82219887,UC, , ,83.46318054,69.95600128,85.11357117
244,8E0CEB46-C173-4C00-986C-74988D1BDC53,Norway maple,Acer,platanoides,NA,ACPL                ,189796,55:29.0,,S-P21-ACPL-059,3002,36.000282,-78.893666,"Dowd St at Roxboro Rd (WB), Durham, NC 27701, USA",,1,417,56:42.0,02:10.0,"Some trunk sprout; We hypothesize this tree to be an Acer platanoides (Noway maple), even if it is recorded in the city inventory as an Acer truncatus (Shantung maple); leaves are scorched.",2,2,2,1,1,5,35,4,77,62.9,173600,24.51280022,21.95669937,CN,COMMERCIAL,COM,82.31564331,68.02693176,84.68755341
245,943E0A55-E4A6-4CA2-89FE-7591F1D03994,plum/cherry,Prunus,spp.,NA,PRUNU               ,189796,18:32.0,14:31.2,S-O18-PRUN-021,6898,36.008291,-78.936933,"2250 Erwin Rd, Durham, NC 27705, USA","Dbh measured at 1'3""",9.5,2,20:58.0,38:57.0,Branches get hit by buses,2,3,2,2,35,3,45,3,89,100,,24.16559982,21.82219887,UC, , ,83.43702698,70.00940704,85.17589569
248,2AAF4815-60D6-4B4B-8D0F-773324915256,willow oak,Quercus,phellos,NA,QUPH                ,189796,35:32.0,,S-S18-QUPH-005,3343,35.969338,-78.931057,"2834 Stuart Dr, Durham, NC 27707, USA",,36,446,36:41.0,,,2,2,1,2,5,4,35,4,18,24.3,233900,24.47809982,21.98729897,RS-10,RES_LOW_DENSITY,RES,81.57626343,67.74960327,83.19477844
249,7DA0872A-009E-4ADC-90E0-7755EC197BF0,American hornbeam,Carpinus,caroliniana,NA,CACA18              ,189796,06:29.0,33:55.1,S-R21-CACA-036,3258,35.97823,-78.90325,"315 Moline St, Durham, NC 27707, USA",,1.01,345,07:08.0,,"Significant broken branches; protection at base, root diaper.",2,2,2,2,1,3,45,4,8,81.8,,24.52069855,21.97839928,RU-5,RES_MEDIUM_DENSITY,RES,81.02600098,67.41416931,83.53501129
251,1EEC38D8-1BAA-4D53-9A22-7808537429C1,willow oak,Quercus,phellos,NA,QUPH                ,189796,20:16.0,26:45.8,S-O18-QUPH-030,3343,36.008061,-78.934602,"Erwin Rd at Emergency Dr (EB), Durham, NC 27705, USA",,17.45,6,22:08.0,,,2,4,NA,4,1,4,25,2,71,100,,24.16559982,21.82219887,UC, , ,83.33705902,69.51093292,84.59998322
253,1A2D929A-F4FA-4219-A6D2-78E1D95EC7D3,pine,Pinus,spp.,NA,PINUS               ,189796,50:34.0,12:37.0,S-U16-PITA-003,3480,35.956841,-78.953091,"3619 Old Chapel Hill Rd, Durham, NC 27707, USA",,24.5,289,52:02.0,,,2,2,1,2,5,5,45,4,20,2.4,654300,24.38879967,21.90659904,RS-10,RES_LOW_DENSITY,RES,81.31022644,67.43412781,82.29460144
255,226750A2-74EC-4582-9ADC-79F54D9CF38C,unlisted plant,,,NA,,189796,37:14.0,,O21-QULY-001,59420,36.005367,-78.895542,"119 W Trinity Ave, Durham, NC 27701, USA",,4.3,185,39:17.0,42:05.0,Leaves are fuzzy on the back,2,1,1,2,1,5,15,5,18,54.5,367200,24.53689957,21.95469856,RU-5,RES_MEDIUM_DENSITY,RES,81.51052094,67.55539703,84.35085297
257,366ED877-41F8-4F4D-8D40-7B4466CB25A3,American elm,Ulmus,americana,NA,ULAM                ,189796,19:12.0,,S-R21-ULAM-055,3358,35.978085,-78.901233,"499 Moline St, Durham, NC 27707, USA",,1,359,19:53.0,,Trunk sprout.,2,2,2,2,1,5,35,4,28,81.8,,24.52069855,21.97839928,RU-5,RES_MEDIUM_DENSITY,RES,81.45402527,67.8600235,84.47989655
261,98F8A8F3-3714-4B81-8A54-7D97F16595D1,willow oak,Quercus,phellos,NA,QUPH                ,189796,56:46.0,,S-R21-QUPH-001,3343,35.979005,-78.902442,"304 Dunstan Ave, Durham, NC 27707, USA",,44.5,328,57:56.0,,,2,2,1,1,10,5,45,4,33,81.8,,24.52069855,21.97839928,RU-5,RES_MEDIUM_DENSITY,RES,81.14081573,67.68212128,83.98748016
262,606ACAB4-CFD3-4B9E-BCDB-7DAC917526CB,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,15:02.0,22:32.4,S-U16-LAUN-009,6931,35.953942,-78.956055,"3405 Windsor Way, Durham, NC 27707, USA","Multistemmed other dbhs: 6.4, 5.2, 6.65, 6.1",6,295,18:29.0,38:18.0,,2,2,1,1,5,3,35,4,16,2.4,654300,24.45809937,22.0257988,RS-10,RES_LOW_DENSITY,RES,80.95436859,67.76823425,82.31497955
264,3AF3A8D1-4442-4283-AAEE-80A61CE7C0F1,plum/cherry,Prunus,spp.,NA,PRUNU               ,189796,22:36.0,22:17.0,S-P21-PRUN-055,6898,36.00031,-78.89454,"210 Dowd St, Durham, NC 27701, USA",Pole present.,0.64,414,23:41.0,26:41.0,"Pole present; we hypothesize for this to be a sweet cherry, but we are not certain.",2,3,3,1,1,5,65,3,60,74.9,363600,24.51280022,21.95669937,CG,COMMERCIAL,COM,82.68474579,67.83359528,84.46733856
265,F60C7FCC-1581-4615-818A-80DE4D672D8F,American hornbeam,Carpinus,caroliniana,NA,CACA18              ,189796,57:16.0,55:54.5,S-Q21-CACA-013,3258,35.99363,-78.90091,"219 S Mangum St, Durham, NC 27701, USA",,1.6,227,00:03.0,06:28.0,Dead,2,5,NA,NA,100,NA,0,1,82,73.9,154500,24.42029953,21.9090004,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.23989868,69.08603668,84.24028015
266,E35AE1B1-B786-4561-B736-80E11F4EF249,American hornbeam,Carpinus,caroliniana,NA,CACA18              ,189796,06:41.0,56:05.9,S-Q21-CACA-016,3258,35.99386,-78.90132,"147 S Mangum St, Durham, NC 27701, USA",,0.65,230,07:56.0,,Dead,2,5,NA,NA,100,NA,0,1,81,73.9,154500,24.42029953,21.9090004,DD-C,DOWNTOWN DESIGN-CORE,DOW,83.66799164,69.10958862,84.40506744
268,A1EF8C3B-8051-4D8E-9190-821B530FC60C,willow oak,Quercus,phellos,NA,QUPH                ,189796,56:44.0,24:03.8,S-O18-QUPH-045,3343,36.007982,-78.936129,"2300 Elba St, Durham, NC 27705, USA",,14.95,46,58:27.0,,Epicormic branching; light post within the crown,2,2,2,2,1,2,35,4,74,100,,24.16559982,21.82219887,UC, , ,83.42097473,69.87831879,85.08551788
