,Year,Date,TreeName,Segment,Genus,Species,TotalDBH,LandUse,SiteType,Pruned,HatrackPrune,FlushCutPrune,PercentImperv,Powerline,Mulch,MulchVolcano,TreeGuard,Gardenscape,Mowing,GrassDescription,Grate,GirdlingRoots,RoadSideLift,RoadSideCrack,TrunkDamage,LeafCurling,Discoloration,Defoliation,Dieback,CrownVigor,CrownLight
854,2021,2021-07-17T00:00:00.000Z,244-01-TIAM-070,244,Tilia,americana,10.8,V,SP,1,0,0,4,0,0,0,0,None,recent,Patchy but green,0,0,0,TRUE,1,0,2,1,1,1,3
855,2021,2021-07-17T00:00:00.000Z,244-01-TIAM-069,244,Tilia,americana,10.4,V,SC,1,0,0,5,0,0,0,0,None,old,Patchy but green,0,1,1,FALSE,1,0,1,1,1,1,3
856,2021,2021-07-17T00:00:00.000Z,244-01-CEOC-064,244,Fraxinus,unknown,23.2,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,0,0,1,1,5,2,4
857,2023,7/20/2023,244-01-ACPL-065,244,Acer,platanoides,13.2,SFR-A,SP,1,0,0,5,0,0,0,0,None,old,Patchy but green,0,0,0,TRUE,1,1,2,1,3,2,2
858,2021,2021-07-17T00:00:00.000Z,244-01-ACPL-065,244,Acer,platanoides,13,MFR,SP,1,0,0,5,0,0,0,0,None,old,Patchy but green,0,1,0,TRUE,1,0,1,1,2,1,3
859,2023,7/20/2023,244-01-ACPL-066,244,Acer,platanoides,13.8,MFR,SP,1,0,0,5,0,0,0,0,None,old,Patchy but green,0,0,1,FALSE,0,0,2,1,1,1,2
860,2021,2021-07-17T00:00:00.000Z,244-01-ACPL-066,244,Acer,platanoides,13.5,MFR,SP,1,0,0,5,0,0,0,0,None,old,Patchy but green,0,0,1,FALSE,0,0,1,1,1,1,2
861,2021,2021-07-17T00:00:00.000Z,244-01-CASP-067,244,Catalpa,speciosa,28.1,SFR-D,SC,1,0,0,5,0,0,0,0,Minimal,recent,Patchy but green,0,0,1,FALSE,1,0,1,1,1,1,4
862,2021,2021-07-17T00:00:00.000Z,244-01-PLXAC-068,244,Platanus,x acerifolia,30.5,SFR-D,SP,1,0,0,5,0,0,0,0,Minimal,recent,Lush,0,0,1,FALSE,0,0,2,1,3,2,5
863,2023,7/20/2023,244-01-TICO-055,244,Tilia,cordata,14.1,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,0,0,3,1,1,3,4
864,2021,2021-07-17T00:00:00.000Z,244-01-TICO-055,244,Tilia,cordata,13.2,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,0,0,2,1,1,1,3
865,2021,2021-07-17T00:00:00.000Z,244-01-AIAL-054,244,Ailanthus,altissima,30,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,TRUE,0,0,2,1,2,1,5
866,2023,7/20/2023,244-01-TICO-053,244,Tilia,cordata,12.6,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,1,TRUE,0,1,3,1,2,3,4
867,2021,2021-07-17T00:00:00.000Z,244-01-TICO-053,244,Tilia,cordata,12.6,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,1,TRUE,0,0,1,1,1,1,4
868,2023,7/20/2023,244-01-TICO-052,244,Tilia,cordata,14.9,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,1,FALSE,1,0,4,1,1,4,5
869,2021,2021-07-17T00:00:00.000Z,244-01-TICO-052,244,Tilia,cordata,14.4,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,1,FALSE,1,0,2,1,1,1,5
870,2023,7/20/2023,244-01-TICO-062,244,Tilia,cordata,12.1,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,0,FALSE,0,0,2,1,1,1,4
871,2021,2021-07-17T00:00:00.000Z,244-01-TICO-062,244,Tilia,cordata,11.9,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,0,FALSE,0,0,1,1,1,1,4
872,2023,7/20/2023,244-01-TICO-061,244,Tilia,cordata,14.2,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,1,FALSE,0,0,2,1,1,2,4
873,2021,2021-07-17T00:00:00.000Z,244-01-TICO-061,244,Tilia,cordata,13.5,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,1,FALSE,0,0,2,1,1,1,5
874,2023,7/20/2023,244-01-ULUNK-060,244,Ulmus,unknown,15.5,SFR-D,SP,1,1,0,5,0,0,0,0,None,recent,Lush,0,0,1,TRUE,1,1,2,2,2,2,4
875,2021,2021-07-17T00:00:00.000Z,244-01-ULUNK-060,244,Ulmus,unknown,14.2,SFR-D,SP,1,1,0,5,0,0,0,0,None,recent,Lush,0,0,1,TRUE,1,0,1,2,1,1,4
876,2023,7/20/2023,244-01-ULUNK-059,244,Ulmus,unknown,12.4,SFR-D,SP,1,1,0,5,0,0,0,0,None,recent,Lush,0,0,0,TRUE,0,1,2,2,3,2,3
877,2021,2021-07-17T00:00:00.000Z,244-01-ULUNK-059,244,Ulmus,unknown,11.8,SFR-D,SP,1,1,0,5,0,0,0,0,None,recent,Lush,0,0,0,TRUE,0,0,2,2,1,2,3
878,2023,7/20/2023,244-01-GLTR-058,244,Gleditsia,triacanthos,8.9,SFR-D,SP,1,1,0,5,0,0,0,0,None,recent,Lush,0,0,1,FALSE,0,1,1,2,1,1,3
879,2021,2021-07-17T00:00:00.000Z,244-01-GLTR-058,244,Gleditsia,triacanthos,8.5,SFR-D,SP,1,1,0,5,0,0,0,0,None,recent,Lush,0,0,1,FALSE,0,0,2,1,1,1,3
880,2023,7/20/2023,244-01-ULUNK-057,244,Ulmus,unknown,12.4,SFR-D,SP,1,1,0,5,0,0,0,0,None,recent,Lush,0,0,0,FALSE,0,1,3,2,1,3,2
881,2021,2021-07-17T00:00:00.000Z,244-01-ULUNK-057,244,Ulmus,unknown,12,SFR-D,SP,1,1,0,5,0,0,0,0,None,recent,Lush,0,0,0,FALSE,0,0,2,2,1,2,3
882,2023,7/20/2023,244-01-GLTR-056,244,Gleditsia,triacanthos,10.3,SFR-D,SP,1,1,0,5,0,0,0,0,None,old,Lush,0,0,0,FALSE,0,1,1,2,1,2,3
883,2021,2021-07-17T00:00:00.000Z,244-01-GLTR-056,244,Gleditsia,triacanthos,9.7,SFR-D,SP,1,1,0,5,0,0,0,0,None,old,Lush,0,0,0,FALSE,0,0,2,1,2,2,3
884,2021,2021-07-17T00:00:00.000Z,244-01-QUBI-051,244,Quercus,bicolor,0.1,SFR-D,SP,0,0,0,2,0,0,0,0,None,old,Patchy but green,0,0,0,FALSE,0,0,2,1,2,1,4
885,2021,2021-07-17T00:00:00.000Z,244-01-QUBI-050,244,Quercus,bicolor,0.1,SFR-D,SP,0,0,0,2,0,0,0,0,None,old,Patchy but green,0,0,0,FALSE,0,0,4,1,6,4,3
886,2021,2021-07-17T00:00:00.000Z,244-01-QUBI-049,244,Quercus,bicolor,0.1,SFR-D,SP,0,0,0,2,0,0,0,0,None,old,Patchy but green,0,0,0,FALSE,0,0,1,1,1,1,4
887,2021,2021-07-17T00:00:00.000Z,244-01-QUBI-048,244,Quercus,bicolor,0.1,SFR-D,SP,0,0,0,2,0,0,0,0,None,old,Patchy but green,0,0,0,FALSE,0,0,1,1,1,1,4
888,2023,7/20/2023,244-01-CEOC-047,244,Celtis,occidentalis,6.9,MFR,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,0,0,2,2,1,2,4
889,2021,2021-07-17T00:00:00.000Z,244-01-CEOC-047,244,Celtis,occidentalis,6.2,MFR,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,0,0,2,2,1,2,4
890,2023,7/20/2023,244-01-CEOC-046,244,Celtis,occidentalis,6.8,MFR,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,0,1,2,2,2,2,2
891,2021,2021-07-17T00:00:00.000Z,244-01-CEOC-046,244,Celtis,occidentalis,6.7,MFR,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,0,0,1.5,1.5,1.5,1,3
892,2023,7/20/2023,244-01-CEOC-045,244,Celtis,occidentalis,9.5,MFR,SP,1,0,0,5,0,0,0,0,None,recent,None,0,0,1,FALSE,0,1,2,2,2,2,3
893,2021,2021-07-17T00:00:00.000Z,244-01-CEOC-045,244,Celtis,occidentalis,9.3,MFR,SP,1,0,0,5,0,0,0,0,None,recent,None,0,0,1,FALSE,0,0,2,2,2,2,2
894,2023,7/20/2023,244-01-CEOC-044,244,Celtis,occidentalis,10.5,MFR,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,0,1,2,2,1,3,2
895,2021,2021-07-17T00:00:00.000Z,244-01-CEOC-044,244,Celtis,occidentalis,10.3,MFR,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,0,0,1,2,1,1,2
896,2023,7/20/2023,244-01-CEOC-043,244,Celtis,occidentalis,11.2,MFR,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,0,1,2,2,1,2,4
897,2021,2021-07-17T00:00:00.000Z,244-01-CEOC-043,244,Celtis,occidentalis,10.8,MFR,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,0,0,1,2,1,1,4
898,2021,2021-07-17T00:00:00.000Z,244-01-TIAM-042,244,Tilia,americana,15.9,MFR,SP,0,0,0,3,0,0,0,0,None,recent,Lush,0,0,0,FALSE,0,0,1,1,1,1,4.5
899,2021,2021-07-17T00:00:00.000Z,244-01-TIAM-041,244,Tilia,americana,13.7,MFR,SP,1,0,0,3,0,0,0,0,None,recent,Lush,0,1,0,FALSE,0,0,1,1,1,1,5
900,2021,2021-07-17T00:00:00.000Z,244-01-TIAM-039,244,Tilia,americana,14.1,MFR,SP,1,0,0,3,0,1,0,0,None,recent,Patchy but green,0,0,0,FALSE,0,0,1,1,1,1,3
901,2023,7/20/2023,244-01-ULUNK-038,244,Ulmus,unknown,12,SFR-A,SP,1,0,0,4,0,1,0,0,None,recent,Patchy but green,0,0,1,TRUE,0,1,2,3,5,4,3
902,2021,2021-07-17T00:00:00.000Z,244-01-ULUNK-038,244,Ulmus,unknown,11.8,MFR,SP,1,0,0,4,0,1,1,0,None,recent,Patchy but green,0,0,1,TRUE,0,0,1,3,4,4,3
903,2021,2021-07-17T00:00:00.000Z,244-01-TIAM-037,244,Tilia,americana,14.8,MFR,SP,1,0,0,4,0,1,0,0,None,recent,Patchy but green,0,0,1,FALSE,0,0,1,1,1,1,3
904,2023,7/20/2023,244-01-ULUNK-036,244,Ulmus,unknown,13.6,SFR-A,SP,1,0,0,4,0,1,0,0,None,recent,Patchy but green,0,0,1,TRUE,0,1,1,3,5,4,3
905,2021,2021-07-16T00:00:00.000Z,244-01-ULUNK-036,244,Ulmus,unknown,13.4,MFR,SP,1,0,0,4,0,1,0,0,None,recent,Patchy but green,0,0,1,TRUE,0,0,1,3,4,3,3
906,2021,2021-07-16T00:00:00.000Z,244-01-TIAM-035,244,Tilia,americana,15.1,MFR,SP,1,0,0,5,0,1,0,0,None,recent,Patchy but green,0,0,0,TRUE,0,0,1,1,1,1,3
907,2023,7/20/2023,244-01-ULUNK-034,244,Ulmus,unknown,18.1,SFR-A,SP,1,0,0,5,0,1,0,0,Minimal,recent,Patchy but green,0,0,0,FALSE,0,1,2,3,5,4,4
908,2021,2021-07-16T00:00:00.000Z,244-01-ULUNK-034,244,Ulmus,unknown,17.7,MFR,SP,1,0,0,5,0,1,0,0,Minimal,recent,Patchy but green,0,0,0,FALSE,0,0,1,2.5,3,2.5,5
909,2021,2021-07-16T00:00:00.000Z,244-01-TIAM-033,244,Tilia,americana,12,MFR,SP,1,0,0,5,0,1,0,0,Minimal,recent,Patchy but green,0,0,1,TRUE,0,0,1,1,1,1,4
910,2023,7/20/2023,244-01-ULUNK-032,244,Ulmus,unknown,16,SFR-A,SP,1,0,1,5,0,1,0,0,Minimal,recent,Patchy but green,0,0,0,FALSE,0,1,2,3,4,3,5
911,2021,2021-07-16T00:00:00.000Z,244-01-ULUNK-032,244,Ulmus,unknown,15.8,MFR,SP,1,0,1,5,0,0,0,0,Minimal,recent,Patchy but green,0,0,0,FALSE,0,0,1,2,3,2,5
912,2023,7/20/2023,244-01-ULUNK-031,244,Ulmus,unknown,11.3,SFR-A,SC,1,0,0,4,0,1,0,0,None,N/A,None,0,0,1,TRUE,1,1,2,2,1,2,5
913,2021,2021-07-16T00:00:00.000Z,244-01-ULUNK-031,244,Ulmus,unknown,11,MFR,SC,1,0,0,4,0,1,0,0,None,N/A,None,0,0,1,TRUE,1,0,2,2,1,2,5
914,2021,2021-07-16T00:00:00.000Z,244-01-PYCA-030,244,Pyrus,calleryana,9,MFR,SC,1,0,0,4,0,1,1,0,None,N/A,None,0,0,0,FALSE,0,0,2,1,3,2,5
915,2021,2021-07-16T00:00:00.000Z,244-01-PYCA-029,244,Pyrus,calleryana,6.8,MFR,SC,1,0,0,5,0,1,1,0,None,N/A,None,0,0,1,FALSE,0,0,1,1,2,1,5
916,2023,7/20/2023,244-01-CEOC-028,244,Celtis,occidentalis,12.1,SFR-A,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,1,1,FALSE,0,1,2,2,2,2,4
917,2021,2021-07-16T00:00:00.000Z,244-01-CEOC-028,244,Celtis,occidentalis,11.75,MFR,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,1,FALSE,0,0,1,2,1,1,4
918,2023,7/20/2023,244-01-CEOC-027,244,Celtis,occidentalis,13.1,SFR-A,SP,1,0,0,4,0,0,0,0,None,recent,Lush,0,1,1,FALSE,0,1,4,1,2,4,4
919,2021,2021-07-16T00:00:00.000Z,244-01-CEOC-027,244,Celtis,occidentalis,12.9,MFR,SP,1,0,0,4,0,0,0,0,None,recent,Lush,0,0,1,FALSE,0,0,2,1,2,2,5
920,2023,7/20/2023,244-01-CEOC-026,244,Celtis,occidentalis,9,SFR-A,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,0,1,3,1,2,4,4
921,2021,2021-07-16T00:00:00.000Z,244-01-CEOC-026,244,Celtis,occidentalis,8.7,MFR,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,0,0,2,1,1,2,4
922,2023,7/20/2023,244-01-GLTR-025,244,Gleditsia,triacanthos,17.2,SFR-A,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,0,1,1,2,3,1,5
923,2021,2021-07-16T00:00:00.000Z,244-01-GLTR-025,244,Gleditsia,triacanthos,17,MFR,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,0,0,1,1,1,1,5
924,2023,7/20/2023,244-01-TICO-024,244,Tilia,cordata,12.5,SFR-A,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,TRUE,0,0,2,1,2,2,4
925,2021,2021-07-16T00:00:00.000Z,244-01-TICO-024,244,Tilia,cordata,12.4,MFR,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,TRUE,0,0,2,1,1,1,4
926,2023,7/20/2023,244-01-CEOC-023,244,Celtis,occidentalis,15.6,SFR-A,SP,1,0,0,4,0,0,0,0,None,recent,Patchy but green,0,0,1,TRUE,0,1,3,1,2,3,4
927,2021,2021-07-16T00:00:00.000Z,244-01-CEOC-023,244,Celtis,occidentalis,14.7,MFR,SP,1,0,0,4,0,0,0,0,None,recent,Patchy but green,0,0,1,TRUE,0,0,2,1,1,1,4
928,2021,2021-07-16T00:00:00.000Z,244-01-TIAM-022,244,Tilia,americana,18,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,1,FALSE,0,0,1,1,1,1,4
929,2021,2021-07-16T00:00:00.000Z,244-01-TIAM-021,244,Tilia,americana,14.5,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Lush,0,0,0,FALSE,0,0,1,1,1,1,3
930,2021,2021-07-15T00:00:00.000Z,244-01-TIAM-020,244,Tilia,americana,17.4,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,0,0,1,1,1,1,4
931,2021,2021-08-20T00:00:00.000Z,244-01-TIAM-019,244,Tilia,americana,11.5,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,0,0,1,1,1,1,3
932,2021,2021-07-15T00:00:00.000Z,244-01-TIAM-018,244,Tilia,americana,12.7,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,0,0,1,1,1,1,2
933,2021,2021-08-20T00:00:00.000Z,244-01-TIAM-017,244,Tilia,americana,14.5,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,0,0,1,1,1,1,3
934,2023,7/20/2023,244-01-GYDI-015,244,Gymnocladus,dioicus,12,SFR-D,SP,1,0,1,5,0,0,0,0,None,recent,Patchy but green,0,0,1,TRUE,0,0,3,1,2,3,3
935,2021,2021-07-15T00:00:00.000Z,244-01-GYDI-015,244,Gymnocladus,dioicus,11.9,SFR-D,SP,1,0,1,5,0,0,0,0,None,recent,Patchy but green,0,0,1,TRUE,0,0,2,1,2,2,4
936,2023,7/20/2023,244-01-GYDI-014,244,Gymnocladus,dioicus,12.6,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,0,1,4,1,3,4,3
937,2021,2021-07-15T00:00:00.000Z,244-01-GYDI-014,244,Gymnocladus,dioicus,12.4,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,0,0,2,1,2,2,3
938,2023,7/20/2023,244-01-GYDI-013,244,Gymnocladus,dioicus,12.5,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,0,0,4,1,1,4,3
939,2021,2021-08-20T00:00:00.000Z,244-01-GYDI-013,244,Gymnocladus,dioicus,12.1,SFR-D,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,0,0,2,1,1,1,3
940,2021,2021-07-14T00:00:00.000Z,244-01-FRUNK-001,244,Fraxinus,unknown,18.1,MFR,SP,0,0,0,5,0,0,0,0,Minimal,recent,Patchy but green,0,0,1,FALSE,0,0,1,1,2,1,4
941,2021,2021-07-14T00:00:00.000Z,244-01-FRUNK-002,244,Fraxinus,unknown,17.5,MFR,SP,0,0,0,5,0,0,0,0,Minimal,recent,Patchy but green,0,0,1,TRUE,0,0,1,1,7,3,3
942,2023,7/20/2023,244-01-ACXFR-004,244,Acer,x freemanii,10.7,SFR-A,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,1,1,5,2,3,4,4
943,2023,7/20/2023,244-01-ACXFR-005,244,Acer,x freemanii,13.5,SFR-A,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,FALSE,0,0,4,1,1,4,4
944,2023,7/20/2023,244-01-ACXFR-006,244,Acer,x freemanii,12.9,SFR-A,SP,1,0,0,4,0,0,0,0,None,recent,Lush,0,0,0,FALSE,0,0,2,1,1,1,5
945,2023,7/20/2023,244-01-ACXFR-007,244,Acer,x freemanii,14,SFR-A,SP,1,0,0,4,0,0,0,0,None,recent,Lush,0,0,1,FALSE,0,0,2,1,1,1,5
946,2023,7/20/2023,244-01-ACXFR-008,244,Acer,x freemanii,10.8,SFR-A,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,TRUE,1,0,1,1,2,1,4
947,2021,2021-07-15T00:00:00.000Z,244-01-FRUNK-009,244,Fraxinus,unknown,10.9,MFR,SP,1,0,0,5,0,0,0,0,None,recent,Patchy but green,0,0,1,TRUE,1,0,1,1,3,1,3
948,2021,2021-07-15T00:00:00.000Z,244-01-ACSA-010,244,Acer,saccharinum,5.6,MFR,SC,1,0,0,5,0,1,0,0,None,N/A,None,0,0,1,TRUE,1,0,2,1,4,2,3
949,2021,2021-07-15T00:00:00.000Z,244-01-ACSA-011,244,Acer,saccharinum,5.7,MFR,SC,1,0,1,5,0,1,0,0,None,N/A,None,0,0,1,TRUE,1,0,4,1,15,4,4
950,2021,2021-07-15T00:00:00.000Z,244-SYRE-012,244,Prunus,unknown,5.9,MFR,SC,0,0,0,4,0,1,0,0,None,N/A,None,0,0,0,TRUE,1,0,1,1,12,4,5
951,2023,7/15/2023,260-01-CEOC-001,275,Celtis,occidentalis,18.2,MP,SP,1,0,0,4,0,0,0,0,None,recent,Patchy but green,0,0,0,TRUE,0,0,2,1,2,2,3
952,2021,2021-08-20T00:00:00.000Z,260-01-CEOC-001,275,Celtis,occidentalis,18.2,MP,SP,1,0,0,4,0,0,0,0,None,recent,Patchy but green,0,1,0,TRUE,0,0,2,1,1,1,3
953,2023,7/15/2023,260-01-CEOC-002,275,Celtis,occidentalis,14.6,MP,SP,1,0,0,4,0,0,0,0,None,recent,Patchy but green,0,0,0,TRUE,1,0,2,1,1,2,2
954,2021,2021-08-20T00:00:00.000Z,260-01-CEOC-002,275,Celtis,occidentalis,14.6,MP,SP,1,0,0,4,0,0,0,0,None,recent,Patchy but green,0,1,0,TRUE,1,0,2,1,3,3,3
955,2023,7/15/2023,260-01-CEOC-003,275,Celtis,occidentalis,16.5,MP,SP,1,1,0,4,0,0,0,0,None,recent,Patchy but green,0,1,1,TRUE,1,1,5,1,2,4,2
956,2021,2021-08-20T00:00:00.000Z,260-01-CEOC-003,275,Celtis,occidentalis,16.4,MP,SP,1,1,0,4,0,0,0,0,None,recent,Patchy but green,0,1,1,TRUE,1,0,2,1,2,2,3
957,2021,2021-08-20T00:00:00.000Z,260-01-QUBI-004,275,Quercus,bicolor,3.9,MP,SP,0,0,0,4,0,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,1,0,1,1,1,1,1
958,2021,2021-08-20T00:00:00.000Z,260-01-QUUNK-005,275,Quercus,bicolor,4,MP,SP,0,0,0,4,0,0,0,0,None,recent,Patchy but green,0,0,0,FALSE,1,0,1,1,7,3,2
959,2023,7/15/2023,260-01-CEOC-006,275,Celtis,occidentalis,14.2,MP,SP,1,1,0,4,0,0,0,0,None,old,Patchy but green,0,0,0,TRUE,0,1,3,1,2,3,2
960,2021,2021-08-20T00:00:00.000Z,260-01-CEOC-006,275,Celtis,occidentalis,14.2,INST,SP,1,1,0,4,0,0,0,0,None,old,Patchy but green,0,1,0,TRUE,0,0,2,1,7,3,3
961,2023,7/15/2023,260-01-CEOC-007,275,Celtis,occidentalis,18.4,INST,SC,1,0,0,5,0,1,0,0,None,N/A,None,0,0,0,FALSE,1,1,3,1,3.5,3,3
962,2021,2021-08-20T00:00:00.000Z,260-01-CEOC-007,275,Celtis,occidentalis,18.3,INST,SC,1,0,0,5,0,1,0,0,None,N/A,None,0,0,0,FALSE,1,0,2,1,5,2,3
963,2023,7/15/2023,260-01-CEOC-008,275,Celtis,occidentalis,14.4,INST,SC,1,1,0,5,0,1,0,0,None,N/A,None,0,0,0,TRUE,0,0,2,1,1,1,3
964,2021,2021-08-20T00:00:00.000Z,260-01-CEOC-008,275,Celtis,occidentalis,14.35,INST,SC,1,1,0,5,0,1,0,0,None,N/A,None,0,0,0,TRUE,0,0,1,1,1,1,3
965,2022,2022-07-01T00:00:00.000Z,260-01-CEOC-008,275,Celtis,occidentalis,14.35,INST,SC,1,1,0,5,0,1,0,0,None,N/A,None,0,0,0,TRUE,0,0,2,1,1,1,3
966,2023,7/15/2023,260-01-CEOC-009,275,Celtis,occidentalis,11.6,INST,SC,1,0,0,5,0,1,0,0,None,N/A,None,0,0,0,TRUE,1,1,2,2,2,2,1
967,2021,2021-08-20T00:00:00.000Z,260-01-CEOC-009,275,Celtis,occidentalis,11.5,INST,SC,1,0,0,5,0,1,0,0,None,N/A,None,0,0,0,TRUE,1,0,1,1,1,1,1
968,2023,7/15/2023,260-01-CEOC-010,275,Celtis,occidentalis,15.2,INST,SC,1,1,0,5,0,1,0,0,None,N/A,None,0,0,0,FALSE,0,1,2,2,2,1,3
969,2021,2021-08-20T00:00:00.000Z,260-01-CEOC-010,275,Celtis,occidentalis,14.8,INST,SC,1,1,0,5,0,1,0,0,None,N/A,None,0,1,0,FALSE,0,0,1,1,1,1,3
970,2023,7/15/2023,260-01-CEOC-011,275,Celtis,occidentalis,14.7,INST,SC,1,0,0,4,0,1,0,0,None,N/A,None,0,0,1,FALSE,0,1,2.5,1.5,2,2.5,3
971,2021,2021-08-20T00:00:00.000Z,260-01-CEOC-011,275,Celtis,occidentalis,14.6,INST,SC,1,0,0,4,0,1,0,0,None,N/A,None,0,0,1,FALSE,0,0,1,1,2,1,3
972,2021,2021-08-20T00:00:00.000Z,260-01-FRUNK-012,275,Fraxinus,unknown,11.7,INST,SC,1,0,0,5,0,1,0,0,None,N/A,None,0,0,0,FALSE,0,0,1,1,1,1,3
973,2021,2021-08-20T00:00:00.000Z,260-01-ROUNK-013,275,Robinia,pseudoacacia,11.9,INST,SC,1,0,0,5,0,1,0,0,None,N/A,None,0,1,0,FALSE,0,0,1,1,1,1,4
974,2023,7/15/2023,260-01-ACPL-014,275,Acer,platanoides,7.3,INST,SC,1,0,0,5,1,1,0,0,None,N/A,None,0,0,0,TRUE,1,1,2,1,2,2,4
975,2021,2021-08-20T00:00:00.000Z,260-01-ACPL-014,275,Acer,platanoides,7.2,INST,SC,1,0,0,5,0,1,0,0,None,N/A,None,0,0,0,TRUE,1,0,3,1,3,3,5
976,2023,7/15/2023,260-01-GLTR-015,275,Gleditsia,triacanthos,13.5,INST,SC,1,1,0,5,1,1,0,0,None,N/A,None,0,0,0,FALSE,0,1,2,2,4,3,4
977,2021,2021-08-20T00:00:00.000Z,260-01-GLTR-015,275,Gleditsia,triacanthos,13.5,INST,SC,1,1,0,5,0,1,0,0,None,N/A,None,0,0,0,FALSE,0,0,1,1,5,2,4
978,2023,7/15/2023,260-01-GLTR-016,275,Gleditsia,triacanthos,9.2,INST,SC,0,0,0,5,1,1,0,0,None,N/A,None,0,0,1,FALSE,0,1,1,2,2,1,3
979,2021,2021-08-20T00:00:00.000Z,260-01-GLTR-016,275,Gleditsia,triacanthos,8.85,INST,SC,0,0,0,5,0,1,0,0,None,N/A,None,0,1,1,FALSE,0,0,1,1,4,2,3
980,2023,7/15/2023,260-01-GLTR-017,275,Gleditsia,triacanthos,18.6,INST,SC,1,1,0,5,1,1,0,0,None,N/A,None,0,0,0,FALSE,0,0,1.5,1,4,2,3
981,2021,2021-08-20T00:00:00.000Z,260-01-GLTR-017,275,Gleditsia,triacanthos,18.3,INST,SC,1,1,0,5,0,1,0,0,None,N/A,None,0,0,0,FALSE,0,0,1,1,4,2,3
982,2023,7/15/2023,260-01-GLTR-018,275,Gleditsia,triacanthos,15.5,INST,SC,1,0,0,5,0,1,0,0,None,N/A,None,0,0,1,FALSE,0,1,1,2,5,2,2
983,2021,2021-08-20T00:00:00.000Z,260-01-GLTR-018,275,Gleditsia,triacanthos,15.4,INST,SC,1,0,0,5,0,1,0,0,None,N/A,None,0,0,1,FALSE,0,0,1,1,3,1,2
984,2021,2021-08-20T00:00:00.000Z,260-01-FRUNK-019,275,Fraxinus,unknown,10.1,MFR,,1,0,0,5,0,1,0,0,None,old,Patchy but green,0,1,1,FALSE,0,0,1,1,1,1,3
